ticket_id,start_date,resolve_date,priority,category,sub_category,department,assignee_team,sla_status,resolution_time_hrs,customer_impact,major_event,is_holiday,is_weekend,day_of_week,month,ticket_volume_day
TCKT_0161,2025-09-13 04:56:40,2025-09-15 22:56:40,Low,Software,Login Issue,Admin,Hardware Support,Met,66.0,Medium,System Upgrade,0,1,Saturday,9,161
TCKT_0162,2025-01-12 06:36:58,2025-01-15 02:36:58,Medium,Hardware,Keyboard Issue,Finance,App Support,Breached,68.0,Low,Product Launch,1,1,Sunday,1,236
TCKT_0163,2025-07-04 18:35:44,2025-07-06 00:35:44,Critical,Software,Login Issue,Admin,Infra Team,Breached,30.0,Low,System Upgrade,0,0,Friday,7,107
TCKT_0164,2025-08-12 12:23:48,2025-08-13 04:23:48,High,Hardware,Printer Issue,IT,App Support,Breached,16.0,Medium,Security Patch,0,0,Tuesday,8,198
TCKT_0165,2025-03-09 00:13:19,2025-03-10 13:13:19,Low,Access,Account Lock,Admin,App Support,Met,37.0,Low,System Upgrade,1,1,Sunday,3,208
TCKT_0166,2025-04-19 22:43:39,2025-04-22 12:43:39,Critical,Access,Account Lock,Finance,Infra Team,Met,62.0,Low,Server Maintenance,1,1,Saturday,4,181
TCKT_0167,2025-03-23 02:38:25,2025-03-23 20:38:25,High,Software,Update Error,Admin,Hardware Support,Breached,18.0,High,Product Launch,1,1,Sunday,3,212
TCKT_0168,2025-04-08 03:08:49,2025-04-09 04:08:49,High,Software,App Crash,IT,App Support,Breached,25.0,Low,Security Patch,0,0,Tuesday,4,241
TCKT_0169,2025-05-29 00:59:37,2025-05-29 10:59:37,Medium,Software,App Crash,HR,Hardware Support,Met,10.0,Low,Security Patch,0,0,Thursday,5,103
TCKT_0170,2025-05-24 09:07:22,2025-05-24 13:07:22,Medium,Access,Account Lock,IT,Hardware Support,Breached,4.0,High,None,1,1,Saturday,5,229
TCKT_0171,2025-01-28 06:51:19,2025-01-30 04:51:19,High,Hardware,Keyboard Issue,Admin,Hardware Support,Met,46.0,High,System Upgrade,1,0,Tuesday,1,146
TCKT_0172,2025-08-04 12:23:34,2025-08-05 05:23:34,Low,Software,App Crash,Admin,App Support,Met,17.0,High,Server Maintenance,0,0,Monday,8,142
TCKT_0173,2024-12-18 15:11:56,2024-12-21 10:11:56,Medium,Software,App Crash,Admin,App Support,Breached,67.0,Low,Security Patch,0,0,Wednesday,12,216
TCKT_0174,2025-03-08 04:54:52,2025-03-09 22:54:52,Medium,Software,App Crash,IT,Hardware Support,Met,42.0,High,Security Patch,0,1,Saturday,3,175
TCKT_0175,2025-10-13 14:40:32,2025-10-16 11:40:32,Critical,Software,Login Issue,HR,Infra Team,Breached,69.0,Low,Server Maintenance,0,0,Monday,10,134
TCKT_0176,2024-11-09 17:44:05,2024-11-11 21:44:05,Low,Hardware,Printer Issue,IT,Infra Team,Breached,52.0,Low,System Upgrade,1,1,Saturday,11,102
TCKT_0177,2025-05-25 04:09:10,2025-05-28 00:09:10,Medium,Access,Password Reset,HR,App Support,Breached,68.0,High,Security Patch,1,1,Sunday,5,218
TCKT_0178,2025-10-12 18:55:00,2025-10-13 02:55:00,Critical,Hardware,Keyboard Issue,IT,Infra Team,Breached,8.0,Medium,System Upgrade,1,1,Sunday,10,162
TCKT_0179,2024-11-01 17:23:40,2024-11-03 08:23:40,Low,Software,Update Error,Admin,App Support,Breached,39.0,Medium,None,0,0,Friday,11,221
TCKT_0180,2024-10-16 06:01:21,2024-10-18 08:01:21,High,Access,Account Lock,HR,App Support,Breached,50.0,Medium,None,1,0,Wednesday,10,182
TCKT_0181,2025-05-31 12:16:48,2025-06-01 14:16:48,Medium,Hardware,Printer Issue,HR,Infra Team,Breached,26.0,High,Server Maintenance,0,1,Saturday,5,118
TCKT_0182,2025-09-01 09:13:43,2025-09-04 05:13:43,Medium,Software,UI Bug,Finance,Infra Team,Met,68.0,Medium,Server Maintenance,1,0,Monday,9,115
TCKT_0183,2025-09-26 12:31:47,2025-09-28 07:31:47,Low,Network,Server Down,IT,Hardware Support,Met,43.0,High,Product Launch,0,0,Friday,9,173
TCKT_0184,2025-04-16 02:00:02,2025-04-16 20:00:02,Low,Hardware,Printer Issue,Admin,App Support,Met,18.0,High,None,1,0,Wednesday,4,160
TCKT_0185,2025-08-31 09:12:54,2025-09-01 06:12:54,Medium,Access,Account Lock,IT,App Support,Breached,21.0,High,Product Launch,0,1,Sunday,8,105
TCKT_0186,2025-04-12 13:50:10,2025-04-12 14:50:10,Low,Software,Login Issue,IT,Hardware Support,Met,1.0,High,Server Maintenance,0,1,Saturday,4,185
TCKT_0187,2025-07-15 11:18:37,2025-07-17 00:18:37,High,Network,Server Down,Admin,App Support,Breached,37.0,Low,Product Launch,0,0,Tuesday,7,153
TCKT_0188,2025-03-02 03:29:54,2025-03-05 00:29:54,Low,Software,App Crash,HR,App Support,Breached,69.0,High,System Upgrade,0,1,Sunday,3,205
TCKT_0189,2025-01-30 05:56:40,2025-01-31 13:56:40,Critical,Hardware,System Crash,Finance,Infra Team,Met,32.0,Medium,System Upgrade,0,0,Thursday,1,148
TCKT_0190,2025-03-05 09:42:03,2025-03-06 06:42:03,Low,Access,Account Lock,IT,Infra Team,Breached,21.0,Medium,Product Launch,0,0,Wednesday,3,220
TCKT_0191,2025-10-11 07:38:11,2025-10-13 06:38:11,Low,Software,UI Bug,Finance,App Support,Breached,47.0,Low,Security Patch,1,1,Saturday,10,229
TCKT_0192,2024-10-25 23:13:43,2024-10-28 14:13:43,Medium,Software,UI Bug,IT,Hardware Support,Breached,63.0,Low,System Upgrade,0,0,Friday,10,210
TCKT_0193,2025-03-11 04:59:06,2025-03-12 07:59:06,Low,Network,WiFi Issue,Admin,Hardware Support,Met,27.0,Medium,System Upgrade,1,0,Tuesday,3,136
TCKT_0194,2024-12-11 07:39:37,2024-12-12 19:39:37,Medium,Access,Password Reset,IT,App Support,Met,36.0,Medium,None,1,0,Wednesday,12,235
TCKT_0195,2025-07-22 09:35:55,2025-07-25 08:35:55,Critical,Access,Password Reset,IT,Hardware Support,Met,71.0,Low,System Upgrade,0,0,Tuesday,7,140
TCKT_0196,2025-05-29 18:30:44,2025-05-30 20:30:44,High,Access,Access Request,HR,Infra Team,Breached,26.0,Medium,None,1,0,Thursday,5,196
TCKT_0197,2024-11-22 12:45:43,2024-11-24 11:45:43,High,Access,Account Lock,Finance,Hardware Support,Met,47.0,Low,Security Patch,1,0,Friday,11,104
TCKT_0198,2025-02-27 07:37:21,2025-02-28 06:37:21,Critical,Hardware,System Crash,Admin,Hardware Support,Breached,23.0,Low,Server Maintenance,0,0,Thursday,2,150
TCKT_0199,2025-02-11 04:25:02,2025-02-11 05:25:02,Low,Network,Server Down,Finance,App Support,Met,1.0,Medium,None,1,0,Tuesday,2,145
TCKT_0200,2025-07-05 21:36:23,2025-07-08 17:36:23,Medium,Software,UI Bug,Admin,Hardware Support,Met,68.0,High,None,0,1,Saturday,7,192
TCKT_0201,2024-11-22 04:25:18,2024-11-24 00:25:18,Low,Hardware,Printer Issue,Finance,Hardware Support,Met,44.0,Medium,None,1,0,Friday,11,170
TCKT_0202,2024-11-26 15:35:50,2024-11-26 18:35:50,Medium,Access,Account Lock,IT,Hardware Support,Breached,3.0,High,System Upgrade,1,0,Tuesday,11,242
TCKT_0203,2025-04-10 16:54:47,2025-04-12 18:54:47,High,Hardware,System Crash,Admin,Infra Team,Breached,50.0,Low,System Upgrade,1,0,Thursday,4,241
TCKT_0204,2025-04-28 06:24:18,2025-04-29 03:24:18,High,Network,Router Failure,HR,Hardware Support,Breached,21.0,Medium,None,0,0,Monday,4,171
TCKT_0205,2025-06-28 20:23:18,2025-07-01 09:23:18,Critical,Access,Account Lock,Finance,Hardware Support,Breached,61.0,Low,Server Maintenance,0,1,Saturday,6,201
TCKT_0206,2025-07-15 23:56:22,2025-07-18 22:56:22,Medium,Access,Account Lock,Finance,App Support,Met,71.0,Low,Server Maintenance,1,0,Tuesday,7,210
TCKT_0207,2025-03-11 11:55:44,2025-03-11 13:55:44,Medium,Access,Password Reset,Finance,Infra Team,Met,2.0,High,None,1,0,Tuesday,3,150
TCKT_0208,2024-11-12 04:45:11,2024-11-13 16:45:11,Medium,Network,VPN Issue,IT,Infra Team,Met,36.0,Low,Server Maintenance,0,0,Tuesday,11,131
TCKT_0209,2025-09-12 03:37:05,2025-09-13 00:37:05,Medium,Hardware,Monitor Issue,IT,Hardware Support,Met,21.0,Medium,Security Patch,0,0,Friday,9,231
TCKT_0210,2025-01-02 07:32:38,2025-01-03 21:32:38,Critical,Network,Router Failure,HR,Hardware Support,Met,38.0,High,None,1,0,Thursday,1,233
TCKT_0211,2025-03-29 14:05:53,2025-03-30 07:05:53,Low,Network,Router Failure,Admin,Hardware Support,Breached,17.0,High,None,1,1,Saturday,3,244
TCKT_0212,2025-03-02 06:20:05,2025-03-04 12:20:05,Critical,Access,Account Lock,IT,Infra Team,Breached,54.0,High,Product Launch,1,1,Sunday,3,202
TCKT_0213,2025-09-01 21:11:34,2025-09-03 10:11:34,Critical,Access,Password Reset,Admin,App Support,Met,37.0,High,Security Patch,0,0,Monday,9,109
TCKT_0214,2024-10-18 19:38:07,2024-10-20 01:38:07,High,Hardware,Monitor Issue,HR,Infra Team,Met,30.0,High,Server Maintenance,1,0,Friday,10,177
TCKT_0215,2024-10-20 04:36:45,2024-10-22 18:36:45,Medium,Network,WiFi Issue,Admin,Hardware Support,Met,62.0,Low,None,0,1,Sunday,10,113
TCKT_0216,2024-12-31 10:23:07,2025-01-03 02:23:07,Critical,Hardware,Keyboard Issue,Admin,App Support,Met,64.0,Low,System Upgrade,1,0,Tuesday,12,143
TCKT_0217,2025-09-14 11:31:13,2025-09-16 23:31:13,Critical,Access,Account Lock,IT,App Support,Breached,60.0,Medium,Security Patch,0,1,Sunday,9,130
TCKT_0218,2025-05-06 06:51:24,2025-05-09 06:51:24,High,Software,UI Bug,Finance,App Support,Breached,72.0,Low,Security Patch,1,0,Tuesday,5,225
TCKT_0219,2025-03-31 19:41:28,2025-04-03 04:41:28,High,Hardware,System Crash,HR,Hardware Support,Met,57.0,High,System Upgrade,1,0,Monday,3,113
TCKT_0220,2025-01-22 05:25:33,2025-01-25 01:25:33,Medium,Network,VPN Issue,HR,App Support,Breached,68.0,Low,Product Launch,1,0,Wednesday,1,227
TCKT_0221,2025-03-03 21:48:17,2025-03-06 18:48:17,High,Network,VPN Issue,HR,App Support,Breached,69.0,Medium,None,1,0,Monday,3,227
TCKT_0222,2025-07-26 10:32:13,2025-07-28 20:32:13,High,Software,UI Bug,HR,Hardware Support,Breached,58.0,Low,Product Launch,1,1,Saturday,7,162
TCKT_0223,2025-06-12 04:18:14,2025-06-13 23:18:14,Medium,Software,Update Error,Admin,App Support,Met,43.0,Low,Security Patch,0,0,Thursday,6,221
TCKT_0224,2025-06-24 01:00:04,2025-06-24 12:00:04,Low,Hardware,Keyboard Issue,Admin,Infra Team,Met,11.0,Medium,None,0,0,Tuesday,6,187
TCKT_0225,2025-03-20 11:10:25,2025-03-20 14:10:25,Low,Software,App Crash,HR,Hardware Support,Breached,3.0,Medium,Security Patch,0,0,Thursday,3,202
TCKT_0226,2024-11-01 01:21:00,2024-11-02 13:21:00,Medium,Hardware,Printer Issue,HR,Hardware Support,Met,36.0,Low,Security Patch,0,0,Friday,11,101
TCKT_0227,2025-05-04 06:48:28,2025-05-07 01:48:28,High,Software,Update Error,Finance,App Support,Breached,67.0,Low,None,0,1,Sunday,5,222
TCKT_0228,2025-01-06 12:15:35,2025-01-06 23:15:35,Low,Software,UI Bug,Finance,App Support,Met,11.0,High,None,0,0,Monday,1,156
TCKT_0229,2025-01-25 12:12:15,2025-01-28 04:12:15,Low,Hardware,Monitor Issue,IT,Hardware Support,Breached,64.0,Low,Product Launch,1,1,Saturday,1,206
TCKT_0230,2025-02-21 00:49:49,2025-02-23 22:49:49,High,Access,Account Lock,HR,Infra Team,Breached,70.0,Medium,Server Maintenance,0,0,Friday,2,126
TCKT_0231,2025-01-01 03:52:12,2025-01-03 17:52:12,Critical,Access,Access Request,Admin,App Support,Breached,62.0,High,Server Maintenance,0,0,Wednesday,1,197
TCKT_0232,2024-12-06 15:00:25,2024-12-08 19:00:25,Low,Hardware,Printer Issue,HR,Infra Team,Breached,52.0,Medium,Server Maintenance,1,0,Friday,12,164
TCKT_0233,2025-05-07 10:07:09,2025-05-08 04:07:09,High,Software,Update Error,IT,App Support,Breached,18.0,Medium,System Upgrade,0,0,Wednesday,5,163
TCKT_0234,2025-04-05 17:12:31,2025-04-06 08:12:31,Medium,Hardware,Keyboard Issue,Finance,App Support,Breached,15.0,High,System Upgrade,0,1,Saturday,4,237
TCKT_0235,2024-10-17 18:17:14,2024-10-19 15:17:14,Medium,Software,Login Issue,HR,Infra Team,Met,45.0,Low,Security Patch,1,0,Thursday,10,204
TCKT_0236,2025-06-13 16:18:51,2025-06-14 17:18:51,Critical,Access,Password Reset,IT,App Support,Breached,25.0,Medium,Security Patch,0,0,Friday,6,162
TCKT_0237,2025-06-05 19:43:49,2025-06-06 20:43:49,Medium,Software,UI Bug,Admin,Hardware Support,Met,25.0,High,None,1,0,Thursday,6,124
TCKT_0238,2025-10-06 01:00:01,2025-10-08 04:00:01,High,Network,WiFi Issue,IT,App Support,Breached,51.0,Medium,Security Patch,0,0,Monday,10,152
TCKT_0239,2025-05-03 00:29:37,2025-05-05 09:29:37,Medium,Access,Account Lock,Finance,Hardware Support,Breached,57.0,Low,System Upgrade,0,1,Saturday,5,114
TCKT_0240,2024-12-22 21:22:34,2024-12-23 10:22:34,Medium,Hardware,System Crash,IT,Hardware Support,Breached,13.0,Low,Product Launch,0,1,Sunday,12,123
TCKT_0241,2024-11-19 08:39:32,2024-11-21 15:39:32,High,Software,UI Bug,HR,App Support,Breached,55.0,Medium,Server Maintenance,1,0,Tuesday,11,114
TCKT_0242,2025-04-11 22:29:52,2025-04-14 07:29:52,Critical,Network,VPN Issue,Finance,Infra Team,Met,57.0,Medium,None,0,0,Friday,4,225
TCKT_0243,2024-11-06 13:51:49,2024-11-06 16:51:49,Low,Hardware,Keyboard Issue,IT,Infra Team,Breached,3.0,High,Security Patch,0,0,Wednesday,11,201
TCKT_0244,2024-12-04 11:31:29,2024-12-06 08:31:29,Critical,Hardware,Printer Issue,IT,App Support,Met,45.0,Low,Server Maintenance,0,0,Wednesday,12,113
TCKT_0245,2024-10-27 08:17:36,2024-10-29 09:17:36,Medium,Hardware,Printer Issue,IT,Infra Team,Met,49.0,High,System Upgrade,1,1,Sunday,10,101
TCKT_0246,2025-07-26 03:01:49,2025-07-29 03:01:49,Critical,Software,Login Issue,HR,Hardware Support,Breached,72.0,High,System Upgrade,0,1,Saturday,7,216
TCKT_0247,2025-01-19 01:40:59,2025-01-20 08:40:59,Medium,Network,VPN Issue,Finance,Hardware Support,Breached,31.0,Medium,Product Launch,1,1,Sunday,1,138
TCKT_0248,2024-11-16 17:59:21,2024-11-19 10:59:21,Medium,Software,Login Issue,IT,Hardware Support,Breached,65.0,High,Product Launch,1,1,Saturday,11,218
TCKT_0249,2025-01-28 04:42:56,2025-01-28 17:42:56,Critical,Software,App Crash,Finance,Hardware Support,Met,13.0,High,Security Patch,1,0,Tuesday,1,191
TCKT_0250,2024-11-08 17:02:05,2024-11-11 01:02:05,Medium,Hardware,Keyboard Issue,Finance,Infra Team,Met,56.0,Medium,Server Maintenance,1,0,Friday,11,217
TCKT_0251,2025-02-28 11:09:16,2025-03-02 04:09:16,Low,Software,Login Issue,Admin,App Support,Met,41.0,Low,System Upgrade,0,0,Friday,2,187
TCKT_0252,2025-01-02 11:33:35,2025-01-05 04:33:35,High,Software,Update Error,Finance,Hardware Support,Breached,65.0,High,Server Maintenance,1,0,Thursday,1,233
TCKT_0253,2025-01-15 08:10:29,2025-01-17 10:10:29,Critical,Hardware,Keyboard Issue,IT,Infra Team,Met,50.0,Medium,Product Launch,1,0,Wednesday,1,223
TCKT_0254,2024-10-19 09:29:28,2024-10-21 10:29:28,Critical,Network,VPN Issue,IT,Infra Team,Breached,49.0,Medium,Product Launch,0,1,Saturday,10,182
TCKT_0255,2025-07-21 14:31:55,2025-07-22 03:31:55,Critical,Software,Update Error,Finance,App Support,Met,13.0,Low,System Upgrade,1,0,Monday,7,244
TCKT_0256,2025-05-08 11:04:34,2025-05-10 03:04:34,Low,Network,WiFi Issue,HR,Infra Team,Met,40.0,Low,None,0,0,Thursday,5,210
TCKT_0257,2025-02-10 03:57:18,2025-02-11 05:57:18,High,Hardware,Keyboard Issue,HR,Hardware Support,Met,26.0,Medium,Security Patch,0,0,Monday,2,193
TCKT_0258,2025-03-19 02:44:19,2025-03-21 02:44:19,High,Access,Password Reset,IT,Infra Team,Breached,48.0,High,Server Maintenance,1,0,Wednesday,3,139
TCKT_0259,2025-04-07 11:54:59,2025-04-09 03:54:59,Medium,Access,Access Request,Admin,Hardware Support,Met,40.0,Low,Security Patch,1,0,Monday,4,232
TCKT_0260,2025-06-06 12:09:36,2025-06-07 22:09:36,Critical,Hardware,Keyboard Issue,HR,Infra Team,Met,34.0,Low,None,0,0,Friday,6,208
TCKT_0261,2024-11-30 01:25:02,2024-12-02 07:25:02,Low,Access,Password Reset,IT,Infra Team,Breached,54.0,Medium,Server Maintenance,0,1,Saturday,11,197
TCKT_0262,2025-04-10 09:44:50,2025-04-12 07:44:50,Critical,Software,Login Issue,HR,Infra Team,Breached,46.0,Low,None,1,0,Thursday,4,218
TCKT_0263,2024-11-11 10:45:59,2024-11-13 18:45:59,Medium,Access,Access Request,HR,App Support,Met,56.0,Medium,Server Maintenance,0,0,Monday,11,199
TCKT_0264,2025-08-19 07:04:02,2025-08-20 17:04:02,Medium,Software,Update Error,HR,App Support,Met,34.0,Medium,Product Launch,1,0,Tuesday,8,138
TCKT_0265,2025-07-22 15:33:13,2025-07-24 19:33:13,Low,Access,Password Reset,HR,App Support,Met,52.0,Low,None,0,0,Tuesday,7,138
TCKT_0266,2025-06-15 15:19:56,2025-06-16 15:19:56,Low,Network,Server Down,IT,Hardware Support,Met,24.0,Low,Security Patch,0,1,Sunday,6,210
TCKT_0267,2024-12-24 04:45:42,2024-12-25 03:45:42,High,Software,UI Bug,Finance,Hardware Support,Breached,23.0,Medium,Security Patch,1,0,Tuesday,12,126
TCKT_0268,2025-06-05 06:08:07,2025-06-07 10:08:07,Critical,Hardware,System Crash,Admin,Hardware Support,Met,52.0,Low,None,0,0,Thursday,6,181
TCKT_0269,2025-03-12 00:33:33,2025-03-13 02:33:33,Medium,Network,Server Down,Finance,Hardware Support,Breached,26.0,Medium,Server Maintenance,1,0,Wednesday,3,205
TCKT_0270,2025-07-11 06:56:27,2025-07-13 14:56:27,Critical,Hardware,Keyboard Issue,Admin,App Support,Breached,56.0,Low,Security Patch,1,0,Friday,7,166
TCKT_0271,2025-03-15 20:44:13,2025-03-17 18:44:13,High,Hardware,Monitor Issue,HR,Infra Team,Breached,46.0,High,Server Maintenance,1,1,Saturday,3,244
TCKT_0272,2025-04-25 09:34:38,2025-04-27 21:34:38,Critical,Access,Account Lock,Admin,Hardware Support,Breached,60.0,Medium,Product Launch,1,0,Friday,4,132
TCKT_0273,2025-08-08 08:01:26,2025-08-08 09:01:26,Low,Network,WiFi Issue,Admin,Infra Team,Met,1.0,Medium,Server Maintenance,1,0,Friday,8,101
TCKT_0274,2025-04-12 09:09:30,2025-04-13 10:09:30,Low,Access,Access Request,IT,Hardware Support,Met,25.0,Low,Server Maintenance,1,1,Saturday,4,194
TCKT_0275,2025-08-08 22:11:32,2025-08-09 04:11:32,Low,Access,Access Request,HR,App Support,Met,6.0,High,System Upgrade,1,0,Friday,8,168
TCKT_0276,2025-01-11 15:31:21,2025-01-14 08:31:21,Medium,Software,Update Error,Admin,Hardware Support,Breached,65.0,High,None,1,1,Saturday,1,123
TCKT_0277,2025-05-04 21:10:50,2025-05-06 03:10:50,Low,Network,WiFi Issue,Finance,Infra Team,Breached,30.0,Low,Security Patch,0,1,Sunday,5,213
TCKT_0278,2025-06-27 13:34:06,2025-06-29 09:34:06,Low,Hardware,System Crash,IT,App Support,Met,44.0,High,None,0,0,Friday,6,190
TCKT_0279,2025-03-30 12:02:07,2025-03-31 13:02:07,Critical,Access,Access Request,HR,Hardware Support,Met,25.0,Medium,Security Patch,0,1,Sunday,3,201
TCKT_0280,2024-12-14 02:08:19,2024-12-16 18:08:19,Critical,Hardware,Keyboard Issue,Admin,App Support,Breached,64.0,Medium,Security Patch,0,1,Saturday,12,190
TCKT_0281,2025-08-10 09:38:59,2025-08-11 11:38:59,High,Hardware,System Crash,Finance,Hardware Support,Met,26.0,Low,Server Maintenance,0,1,Sunday,8,133
TCKT_0282,2024-10-24 04:28:17,2024-10-26 23:28:17,Low,Software,UI Bug,Admin,Infra Team,Met,67.0,High,None,1,0,Thursday,10,166
TCKT_0283,2025-01-19 04:36:00,2025-01-19 12:36:00,Medium,Access,Password Reset,HR,Hardware Support,Breached,8.0,Low,Security Patch,0,1,Sunday,1,223
TCKT_0284,2025-07-27 23:45:43,2025-07-29 03:45:43,High,Network,WiFi Issue,Finance,Infra Team,Met,28.0,Low,System Upgrade,0,1,Sunday,7,112
TCKT_0285,2025-03-20 18:10:14,2025-03-21 08:10:14,Critical,Software,App Crash,Finance,Infra Team,Met,14.0,Low,Product Launch,1,0,Thursday,3,239
TCKT_0286,2025-04-25 16:12:24,2025-04-27 04:12:24,High,Access,Account Lock,Admin,App Support,Breached,36.0,Low,Security Patch,0,0,Friday,4,240
TCKT_0287,2025-02-08 23:55:28,2025-02-10 07:55:28,Medium,Software,App Crash,HR,App Support,Met,32.0,Medium,Product Launch,1,1,Saturday,2,223
TCKT_0288,2025-09-09 16:39:47,2025-09-10 04:39:47,High,Network,VPN Issue,IT,App Support,Met,12.0,Low,Product Launch,1,0,Tuesday,9,238
TCKT_0289,2025-10-02 15:49:42,2025-10-03 12:49:42,Critical,Software,Login Issue,Finance,Infra Team,Breached,21.0,Medium,Product Launch,1,0,Thursday,10,165
TCKT_0290,2025-09-05 04:36:23,2025-09-07 23:36:23,Medium,Network,Router Failure,HR,App Support,Met,67.0,Low,Product Launch,1,0,Friday,9,123
TCKT_0291,2024-11-11 04:04:35,2024-11-12 01:04:35,Critical,Access,Access Request,Admin,App Support,Met,21.0,Medium,Product Launch,0,0,Monday,11,111
TCKT_0292,2025-07-01 08:20:20,2025-07-02 22:20:20,Low,Software,UI Bug,IT,App Support,Breached,38.0,High,None,0,0,Tuesday,7,151
TCKT_0293,2024-10-21 07:14:16,2024-10-22 19:14:16,High,Network,Router Failure,Finance,Infra Team,Met,36.0,High,Server Maintenance,0,0,Monday,10,119
TCKT_0294,2025-05-13 14:14:52,2025-05-15 21:14:52,High,Network,Server Down,Admin,Infra Team,Breached,55.0,Medium,None,1,0,Tuesday,5,154
TCKT_0295,2025-07-22 03:29:24,2025-07-23 10:29:24,Medium,Software,UI Bug,Finance,Infra Team,Met,31.0,High,System Upgrade,1,0,Tuesday,7,180
TCKT_0296,2024-10-29 06:30:39,2024-10-29 21:30:39,Medium,Hardware,Monitor Issue,IT,Hardware Support,Met,15.0,High,System Upgrade,0,0,Tuesday,10,145
TCKT_0297,2025-05-26 11:29:48,2025-05-29 01:29:48,High,Access,Password Reset,IT,Hardware Support,Breached,62.0,Low,Security Patch,0,0,Monday,5,224
TCKT_0298,2025-07-16 15:06:02,2025-07-18 03:06:02,Medium,Network,Server Down,IT,Hardware Support,Met,36.0,Medium,Security Patch,0,0,Wednesday,7,189
TCKT_0299,2024-12-03 17:01:51,2024-12-04 02:01:51,Medium,Software,Login Issue,Admin,App Support,Breached,9.0,Low,Server Maintenance,1,0,Tuesday,12,103
TCKT_0300,2024-11-25 21:53:57,2024-11-28 11:53:57,Critical,Network,Server Down,Admin,Hardware Support,Met,62.0,Low,None,1,0,Monday,11,200
TCKT_0301,2024-10-22 12:58:37,2024-10-24 12:58:37,Critical,Software,Login Issue,Finance,App Support,Met,48.0,High,Server Maintenance,1,0,Tuesday,10,224
TCKT_0302,2025-06-02 11:50:31,2025-06-05 09:50:31,Medium,Software,UI Bug,Admin,App Support,Met,70.0,Medium,Product Launch,0,0,Monday,6,228
TCKT_0303,2025-08-11 11:11:46,2025-08-11 22:11:46,High,Access,Password Reset,Admin,Infra Team,Breached,11.0,High,System Upgrade,0,0,Monday,8,125
TCKT_0304,2025-08-06 06:23:30,2025-08-08 21:23:30,Low,Network,VPN Issue,Admin,App Support,Breached,63.0,Medium,Product Launch,0,0,Wednesday,8,235
TCKT_0305,2025-09-19 08:29:40,2025-09-19 16:29:40,Critical,Hardware,Monitor Issue,Finance,Infra Team,Met,8.0,High,Security Patch,0,0,Friday,9,249
TCKT_0306,2025-10-02 00:54:17,2025-10-04 07:54:17,Low,Network,WiFi Issue,HR,Infra Team,Breached,55.0,Low,Server Maintenance,1,0,Thursday,10,112
TCKT_0307,2024-12-23 06:35:40,2024-12-24 23:35:40,High,Network,Router Failure,Admin,Hardware Support,Met,41.0,Low,System Upgrade,0,0,Monday,12,149
TCKT_0308,2024-12-27 21:15:40,2024-12-30 18:15:40,Low,Hardware,Keyboard Issue,Admin,Hardware Support,Met,69.0,Low,Server Maintenance,0,0,Friday,12,104
TCKT_0309,2025-02-19 19:30:46,2025-02-20 22:30:46,Medium,Access,Access Request,Finance,App Support,Met,27.0,High,System Upgrade,0,0,Wednesday,2,132
TCKT_0310,2025-04-01 16:35:41,2025-04-02 14:35:41,Critical,Network,WiFi Issue,IT,Infra Team,Met,22.0,High,System Upgrade,0,0,Tuesday,4,238
TCKT_0311,2025-09-30 19:52:56,2025-10-02 04:52:56,Low,Access,Account Lock,IT,Hardware Support,Breached,33.0,Low,System Upgrade,0,0,Tuesday,9,170
TCKT_0312,2025-01-02 11:01:04,2025-01-04 18:01:04,High,Software,UI Bug,Finance,Hardware Support,Breached,55.0,Low,Security Patch,0,0,Thursday,1,219
TCKT_0313,2024-11-09 20:03:02,2024-11-10 12:03:02,High,Software,App Crash,Admin,Infra Team,Breached,16.0,Low,System Upgrade,1,1,Saturday,11,199
TCKT_0314,2025-04-14 05:33:31,2025-04-16 03:33:31,High,Software,App Crash,HR,App Support,Met,46.0,Low,System Upgrade,0,0,Monday,4,133
TCKT_0315,2024-10-28 16:42:32,2024-10-29 05:42:32,High,Software,UI Bug,Admin,Infra Team,Breached,13.0,Low,Security Patch,1,0,Monday,10,242
TCKT_0316,2025-07-13 22:56:25,2025-07-16 21:56:25,Medium,Software,UI Bug,IT,App Support,Breached,71.0,Medium,Server Maintenance,0,1,Sunday,7,236
TCKT_0317,2025-02-03 13:00:58,2025-02-04 07:00:58,Critical,Network,VPN Issue,HR,Hardware Support,Breached,18.0,High,Server Maintenance,0,0,Monday,2,163
TCKT_0318,2025-08-15 15:04:53,2025-08-18 01:04:53,Medium,Access,Password Reset,Finance,App Support,Met,58.0,Medium,None,1,0,Friday,8,174
TCKT_0319,2025-08-23 14:53:59,2025-08-25 02:53:59,Critical,Hardware,Keyboard Issue,Finance,App Support,Met,36.0,High,Product Launch,1,1,Saturday,8,216
TCKT_0320,2024-10-16 06:21:33,2024-10-18 00:21:33,High,Software,Update Error,Finance,Hardware Support,Met,42.0,Low,Server Maintenance,0,0,Wednesday,10,156
TCKT_0321,2025-09-01 07:42:04,2025-09-02 09:42:04,Low,Hardware,Printer Issue,Finance,App Support,Breached,26.0,High,Server Maintenance,0,0,Monday,9,109
TCKT_0322,2024-11-22 18:50:35,2024-11-23 19:50:35,Critical,Hardware,System Crash,HR,Hardware Support,Breached,25.0,High,Product Launch,1,0,Friday,11,205
